"","course","reqs","subj_area_cd","crs_catlg_no","rqs_seq_num","left_paren_3","left_paren_2","left_paren_1","rqs_subj_area_cd","rqs_crs_catlg_no","right_paren_1","right_paren_2","right_paren_3","lgc_conn_cd"
"11433","RUSSIAN 187C","RUSSIAN 187B","RUSSIAN","187C","25",NA,NA,NA,"RUSSIAN","187B",NA,NA,NA,NA
"11434","RUSSIAN 187D","RUSSIAN 187C","RUSSIAN","187D","25",NA,NA,NA,"RUSSIAN","187C",NA,NA,NA,NA
"11435","RUSSIAN 187E","RUSSIAN 187D","RUSSIAN","187E","25",NA,NA,NA,"RUSSIAN","187D",NA,NA,NA,NA
"11436","RUSSIAN 187F","RUSSIAN 187E","RUSSIAN","187F","25",NA,NA,NA,"RUSSIAN","187E",NA,NA,NA,NA
"11437","RUSSIAN 187G","RUSSIAN 187F","RUSSIAN","187G","25",NA,NA,NA,"RUSSIAN","187F",NA,NA,NA,NA
"11438","RUSSIAN 187I","RUSSIAN 187G","RUSSIAN","187I","25",NA,NA,NA,"RUSSIAN","187G",NA,NA,NA,NA
"11439","RUSSIAN 187J","RUSSIAN 187I","RUSSIAN","187J","25",NA,NA,NA,"RUSSIAN","187I",NA,NA,NA,NA
"11440","RUSSIAN 187K","RUSSIAN 187J","RUSSIAN","187K","25",NA,NA,NA,"RUSSIAN","187J",NA,NA,NA,NA
"11441","RUSSIAN 187L","RUSSIAN 187K","RUSSIAN","187L","25",NA,NA,NA,"RUSSIAN","187K",NA,NA,NA,NA
"11442","RUSSIAN 187M","RUSSIAN 187L","RUSSIAN","187M","25",NA,NA,NA,"RUSSIAN","187L",NA,NA,NA,NA
"11443","RUSSIAN 191","RUSSIAN 6","RUSSIAN","191","10",NA,NA,NA,"RUSSIAN","6",NA,NA,NA,NA
"11444","RUSSIAN 193","RUSSIAN 6","RUSSIAN","193","10",NA,NA,NA,"RUSSIAN","6",NA,NA,NA,NA
"11445","RUSSN 2","RUSSIAN 1","RUSSN","2","10",NA,NA,NA,"RUSSIAN","1",NA,NA,NA,NA
"11446","RUSSN 3","RUSSIAN 2","RUSSN","3","10",NA,NA,NA,"RUSSIAN","2",NA,NA,NA,NA
"11447","RUSSN 4","RUSSIAN 3","RUSSN","4","10",NA,NA,NA,"RUSSIAN","3",NA,NA,NA,NA
"11448","RUSSN 5","RUSSIAN 4","RUSSN","5","10",NA,NA,NA,"RUSSIAN","4",NA,NA,NA,NA
"11449","RUSSN 6","RUSSIAN 5","RUSSN","6","10",NA,NA,NA,"RUSSIAN","5",NA,NA,NA,NA
"11450","RUSSN 25W","ENGCOMP 3","RUSSN","25W","10",NA,NA,NA,"ENGCOMP","3",NA,NA,NA,"OR"
"11451","RUSSN 90BW","ENGCOMP 3","RUSSN","90BW","10",NA,NA,NA,"ENGCOMP","3",NA,NA,NA,"OR"
"11452","RUSSN 100B","RUSSIAN 100A","RUSSN","100B","10",NA,NA,NA,"RUSSIAN","100A",NA,NA,NA,NA
"11453","RUSSN 100C","RUSSIAN 100B","RUSSN","100C","10",NA,NA,NA,"RUSSIAN","100B",NA,NA,NA,NA
"11454","RUSSN 101A","RUSSIAN 6","RUSSN","101A","10",NA,NA,NA,"RUSSIAN","6",NA,NA,NA,NA
"11455","RUSSN 101B","RUSSIAN 101A","RUSSN","101B","10",NA,NA,NA,"RUSSIAN","101A",NA,NA,NA,NA
"11456","RUSSN 101C","RUSSIAN 101B","RUSSN","101C","10",NA,NA,NA,"RUSSIAN","101B",NA,NA,NA,NA
"11457","RUSSN 102A","RUSSIAN 101C","RUSSN","102A","10",NA,NA,NA,"RUSSIAN","101C",NA,NA,NA,NA
"11458","RUSSN 102B","RUSSIAN 102A","RUSSN","102B","10",NA,NA,NA,"RUSSIAN","102A",NA,NA,NA,NA
"11459","RUSSN 102C","RUSSIAN 102B","RUSSN","102C","10",NA,NA,NA,"RUSSIAN","102B",NA,NA,NA,NA
"11460","RUSSN 110","RUSSN 101A","RUSSN","110","10",NA,NA,NA,"RUSSN","101A",NA,NA,NA,"AND"
"11461","RUSSN 110","RUSSN 101B","RUSSN","110","35",NA,NA,NA,"RUSSN","101B",NA,NA,NA,"AND"
"11462","RUSSN 110","RUSSN 101C","RUSSN","110","60",NA,NA,NA,"RUSSN","101C",NA,NA,NA,NA
"11463","RUSSN 111A","RUSSN 110","RUSSN","111A","10",NA,NA,NA,"RUSSN","110",NA,NA,NA,NA
"11464","RUSSN 111B","RUSSN 111A","RUSSN","111B","10",NA,NA,NA,"RUSSN","111A",NA,NA,NA,NA
"11465","RUSSN 111C","RUSSN 111B","RUSSN","111C","10",NA,NA,NA,"RUSSN","111B",NA,NA,NA,NA
"11466","RUSSN 112A","RUSSN 110","RUSSN","112A","10",NA,NA,NA,"RUSSN","110",NA,NA,NA,NA
"11467","RUSSN 112B","RUSSN 112A","RUSSN","112B","10",NA,NA,NA,"RUSSN","112A",NA,NA,NA,NA
"11468","RUSSN 112C","RUSSN 112B","RUSSN","112C","10",NA,NA,NA,"RUSSN","112B",NA,NA,NA,NA
"11469","RUSSN 113A","RUSSN 110","RUSSN","113A","10",NA,NA,NA,"RUSSN","110",NA,NA,NA,NA
"11470","RUSSN 113B","RUSSN 113A","RUSSN","113B","10",NA,NA,NA,"RUSSN","113A",NA,NA,NA,NA
"11471","RUSSN 113C","RUSSN 113B","RUSSN","113C","10",NA,NA,NA,"RUSSN","113B",NA,NA,NA,NA
"11472","RUSSN 187A","RUSSIAN 102C","RUSSN","187A","10",NA,NA,NA,"RUSSIAN","102C",NA,NA,NA,NA
"11473","RUSSN 187B","RUSSIAN 187A","RUSSN","187B","25",NA,NA,NA,"RUSSIAN","187A",NA,NA,NA,NA
"11474","RUSSN 187C","RUSSIAN 187B","RUSSN","187C","25",NA,NA,NA,"RUSSIAN","187B",NA,NA,NA,NA
"11475","RUSSN 187D","RUSSIAN 187C","RUSSN","187D","25",NA,NA,NA,"RUSSIAN","187C",NA,NA,NA,NA
"11476","RUSSN 187E","RUSSIAN 187D","RUSSN","187E","25",NA,NA,NA,"RUSSIAN","187D",NA,NA,NA,NA
"11477","RUSSN 187F","RUSSIAN 187E","RUSSN","187F","25",NA,NA,NA,"RUSSIAN","187E",NA,NA,NA,NA
"11478","RUSSN 187G","RUSSIAN 187F","RUSSN","187G","25",NA,NA,NA,"RUSSIAN","187F",NA,NA,NA,NA
"11479","RUSSN 187I","RUSSIAN 187G","RUSSN","187I","25",NA,NA,NA,"RUSSIAN","187G",NA,NA,NA,NA
"11480","RUSSN 187J","RUSSIAN 187I","RUSSN","187J","25",NA,NA,NA,"RUSSIAN","187I",NA,NA,NA,NA
"11481","RUSSN 187K","RUSSIAN 187J","RUSSN","187K","25",NA,NA,NA,"RUSSIAN","187J",NA,NA,NA,NA
"11482","RUSSN 187L","RUSSIAN 187K","RUSSN","187L","25",NA,NA,NA,"RUSSIAN","187K",NA,NA,NA,NA
"11483","RUSSN 187M","RUSSIAN 187L","RUSSN","187M","25",NA,NA,NA,"RUSSIAN","187L",NA,NA,NA,NA
"11484","RUSSN 191","RUSSIAN 6","RUSSN","191","10",NA,NA,NA,"RUSSIAN","6",NA,NA,NA,NA
"11485","S ASIAN 40B","S ASIAN 40A","S ASIAN","40B","10",NA,NA,NA,"S ASIAN","40A",NA,NA,NA,NA
"11486","S ASIAN 40C","S ASIAN 40B","S ASIAN","40C","10",NA,NA,NA,"S ASIAN","40B",NA,NA,NA,NA
"11487","S ASIAN 41A","S ASIAN 40C","S ASIAN","41A","10",NA,NA,NA,"S ASIAN","40C",NA,NA,NA,NA
"11488","S ASIAN 41B","S ASIAN 41A","S ASIAN","41B","10",NA,NA,NA,"S ASIAN","41A",NA,NA,NA,NA
"11489","S ASIAN 41C","S ASIAN 41B","S ASIAN","41C","10",NA,NA,NA,"S ASIAN","41B",NA,NA,NA,NA
"11490","S ASIAN 110B","S ASIAN 110A","S ASIAN","110B","10",NA,NA,NA,"S ASIAN","110A",NA,NA,NA,NA
"11491","S ASIAN 110C","S ASIAN 110B","S ASIAN","110C","10",NA,NA,NA,"S ASIAN","110B",NA,NA,NA,NA
"11492","SCAND 2","SCAND 1","SCAND","2","10",NA,NA,NA,"SCAND","1",NA,NA,NA,NA
"11493","SCAND 3","SCAND 2","SCAND","3","10",NA,NA,NA,"SCAND","2",NA,NA,NA,NA
"11494","SCAND 4","SCAND 3","SCAND","4","10",NA,NA,NA,"SCAND","3",NA,NA,NA,NA
"11495","SCAND 5","SCAND 4","SCAND","5","10",NA,NA,NA,"SCAND","4",NA,NA,NA,NA
"11496","SCAND 12","SCAND 11","SCAND","12","10",NA,NA,NA,"SCAND","11",NA,NA,NA,NA
"11497","SCAND 13","SCAND 12","SCAND","13","10",NA,NA,NA,"SCAND","12",NA,NA,NA,NA
"11498","SCAND 14","SCAND 13","SCAND","14","10",NA,NA,NA,"SCAND","13",NA,NA,NA,NA
"11499","SCAND 14B","SCAND 14A","SCAND","14B","10",NA,NA,NA,"SCAND","14A",NA,NA,NA,NA
"11500","SCAND 15","SCAND 14","SCAND","15","10",NA,NA,NA,"SCAND","14",NA,NA,NA,NA
"11501","SCAND 22","SCAND 21","SCAND","22","10",NA,NA,NA,"SCAND","21",NA,NA,NA,NA
"11502","SCAND 23","SCAND 22","SCAND","23","10",NA,NA,NA,"SCAND","22",NA,NA,NA,NA
"11503","SCAND 24","SCAND 23","SCAND","24","10",NA,NA,NA,"SCAND","23",NA,NA,NA,NA
"11504","SCAND 25","SCAND 24","SCAND","25","10",NA,NA,NA,"SCAND","24",NA,NA,NA,NA
"11505","SCAND 29","SCAND 28","SCAND","29","10",NA,NA,NA,"SCAND","28",NA,NA,NA,NA
"11506","SCAND 50W","ENGCOMP 3","SCAND","50W","10",NA,NA,NA,"ENGCOMP","3",NA,NA,NA,"OR"
"11507","SCAND 50W","ESL 36","SCAND","50W","20",NA,NA,NA,"ESL","36",NA,NA,NA,"OR"
"11508","SCAND 60W","ENGCOMP 3","SCAND","60W","10",NA,NA,NA,"ENGCOMP","3",NA,NA,NA,"OR"
"11509","SCAND 60W","ESL 36","SCAND","60W","20",NA,NA,NA,"ESL","36",NA,NA,NA,"OR"
"11510","SCAND 105","SCAND 5","SCAND","105","10",NA,NA,NA,"SCAND","5",NA,NA,NA,NA
"11511","SCAND 105A","SCAND 3","SCAND","105A","10",NA,NA,NA,"SCAND","3",NA,NA,NA,NA
"11512","SCAND 105B","SCAND 105A","SCAND","105B","10",NA,NA,NA,"SCAND","105A",NA,NA,NA,NA
"11513","SCAND 105C","SCAND 105B","SCAND","105C","10",NA,NA,NA,"SCAND","105B",NA,NA,NA,NA
"11514","SCAND 106","SCAND 15","SCAND","106","10",NA,NA,NA,"SCAND","15",NA,NA,NA,NA
"11515","SCAND 106A","SCAND 13","SCAND","106A","10",NA,NA,NA,"SCAND","13",NA,NA,NA,NA
"11516","SCAND 106B","SCAND 106A","SCAND","106B","10",NA,NA,NA,"SCAND","106A",NA,NA,NA,NA
"11517","SCAND 106C","SCAND 106B","SCAND","106C","10",NA,NA,NA,"SCAND","106B",NA,NA,NA,NA
"11518","SCAND 107","SCAND 25","SCAND","107","10",NA,NA,NA,"SCAND","25",NA,NA,NA,NA
"11519","SCAND 107A","SCAND 23","SCAND","107A","10",NA,NA,NA,"SCAND","23",NA,NA,NA,NA
"11520","SCAND 107B","SCAND 107A","SCAND","107B","10",NA,NA,NA,"SCAND","107A",NA,NA,NA,NA
"11521","SCAND 107C","SCAND 107B","SCAND","107C","10",NA,NA,NA,"SCAND","107B",NA,NA,NA,NA
"11522","SCAND 109","SCAND 29","SCAND","109","10",NA,NA,NA,"SCAND","29",NA,NA,NA,NA
"11523","SCAND 110","SCAND 15","SCAND","110","10",NA,NA,NA,"SCAND","15",NA,NA,NA,NA
"11524","SCAND 115","SCAND 25","SCAND","115","10",NA,NA,NA,"SCAND","25",NA,NA,NA,NA
"11525","SCAND 131","SCAND 130","SCAND","131","10",NA,NA,NA,"SCAND","130",NA,NA,NA,NA
"11526","SCAND 132","SCAND 131","SCAND","132","10",NA,NA,NA,"SCAND","131",NA,NA,NA,NA
"11527","SCAND 132B","SCAND 132A","SCAND","132B","10",NA,NA,NA,"SCAND","132A",NA,NA,NA,NA
"11528","SCAND 132C","SCAND 132B","SCAND","132C","10",NA,NA,NA,"SCAND","132B",NA,NA,NA,NA
"11529","SCAND 141","SCAND 5","SCAND","141","10",NA,NA,NA,"SCAND","5",NA,NA,NA,"OR"
"11530","SCAND 141","SCAND 15","SCAND","141","20",NA,NA,NA,"SCAND","15",NA,NA,NA,"OR"
"11531","SCAND 141","SCAND 25","SCAND","141","30",NA,NA,NA,"SCAND","25",NA,NA,NA,NA
"11532","SCAND 141FL","SCAND 5","SCAND","141FL","10",NA,NA,"(","SCAND","5",NA,NA,NA,"OR"
"11533","SCAND 141FL","SCAND 15","SCAND","141FL","20",NA,NA,NA,"SCAND","15",NA,NA,NA,"OR"
"11534","SCAND 141FL","SCAND 25","SCAND","141FL","30",NA,NA,NA,"SCAND","25",")",NA,NA,"AND"
"11535","SCAND 141FL","SCAND 141","SCAND","141FL","40",NA,NA,NA,"SCAND","141",NA,NA,NA,NA
"11536","SCAND 142","SCAND 5","SCAND","142","10",NA,NA,NA,"SCAND","5",NA,NA,NA,"OR"
"11537","SCAND 142","SCAND 15","SCAND","142","20",NA,NA,NA,"SCAND","15",NA,NA,NA,"OR"
"11538","SCAND 142","SCAND 25","SCAND","142","30",NA,NA,NA,"SCAND","25",NA,NA,NA,NA
"11539","SCAND 143","SCAND 5","SCAND","143","10",NA,NA,NA,"SCAND","5",NA,NA,NA,"OR"
"11540","SCAND 143","SCAND 15","SCAND","143","20",NA,NA,NA,"SCAND","15",NA,NA,NA,"OR"
"11541","SCAND 143","SCAND 25","SCAND","143","30",NA,NA,NA,"SCAND","25",NA,NA,NA,NA
"11542","SCAND 143FL","SCAND 5","SCAND","143FL","10",NA,NA,"(","SCAND","5",NA,NA,NA,"OR"
"11543","SCAND 143FL","SCAND 15","SCAND","143FL","20",NA,NA,NA,"SCAND","15",NA,NA,NA,"OR"
"11544","SCAND 143FL","SCAND 25","SCAND","143FL","30",NA,NA,NA,"SCAND","25",")",NA,NA,"AND"
"11545","SCAND 143FL","SCAND 143","SCAND","143FL","40",NA,NA,NA,"SCAND","143",NA,NA,NA,NA
"11546","SCAND C144","SCAND 5","SCAND","144  C","10",NA,NA,NA,"SCAND","5",NA,NA,NA,"OR"
"11547","SCAND C144","SCAND 15","SCAND","144  C","20",NA,NA,NA,"SCAND","15",NA,NA,NA,"OR"
"11548","SCAND C144","SCAND 25","SCAND","144  C","30",NA,NA,NA,"SCAND","25",NA,NA,NA,NA
"11549","SCAND CM144A","SCAND 105B","SCAND","144A CM","10",NA,NA,NA,"SCAND","105B",NA,NA,NA,"OR"
"11550","SCAND CM144A","SCAND 106B","SCAND","144A CM","20",NA,NA,NA,"SCAND","106B",NA,NA,NA,"OR"
"11551","SCAND CM144A","SCAND 107B","SCAND","144A CM","30",NA,NA,NA,"SCAND","107B",NA,NA,NA,NA
"11552","SCAND C145","SCAND 5","SCAND","145  C","10",NA,NA,NA,"SCAND","5",NA,NA,NA,"OR"
"11553","SCAND C145","SCAND 15","SCAND","145  C","20",NA,NA,NA,"SCAND","15",NA,NA,NA,"OR"
"11554","SCAND C145","SCAND 25","SCAND","145  C","30",NA,NA,NA,"SCAND","25",NA,NA,NA,NA
"11555","SCAND C146","SCAND 5","SCAND","146  C","10",NA,NA,NA,"SCAND","5",NA,NA,NA,"OR"
"11556","SCAND C146","SCAND 15","SCAND","146  C","20",NA,NA,NA,"SCAND","15",NA,NA,NA,"OR"
"11557","SCAND C146","SCAND 25","SCAND","146  C","30",NA,NA,NA,"SCAND","25",NA,NA,NA,NA
"11558","SCAND C147","SCAND 5","SCAND","147  C","10",NA,NA,NA,"SCAND","5",NA,NA,NA,"OR"
"11559","SCAND C147","SCAND 15","SCAND","147  C","20",NA,NA,NA,"SCAND","15",NA,NA,NA,"OR"
"11560","SCAND C147","SCAND 25","SCAND","147  C","30",NA,NA,NA,"SCAND","25",NA,NA,NA,NA
"11561","SCAND 152FL","SCAND 5","SCAND","152FL","10",NA,NA,"(","SCAND","5",NA,NA,NA,"OR"
"11562","SCAND 152FL","SCAND 15","SCAND","152FL","20",NA,NA,NA,"SCAND","15",NA,NA,NA,"OR"
"11563","SCAND 152FL","SCAND 25","SCAND","152FL","30",NA,NA,NA,"SCAND","25",")",NA,NA,"AND"
"11564","SCAND 152FL","SCAND 152","SCAND","152FL","40",NA,NA,NA,"SCAND","152",NA,NA,NA,NA
"11565","SCAND 156FL","SCAND 5","SCAND","156FL","10",NA,NA,"(","SCAND","5",NA,NA,NA,"OR"
"11566","SCAND 156FL","SCAND 15","SCAND","156FL","20",NA,NA,NA,"SCAND","15",NA,NA,NA,"OR"
"11567","SCAND 156FL","SCAND 25","SCAND","156FL","30",NA,NA,NA,"SCAND","25",")",NA,NA,"AND"
"11568","SCAND 156FL","SCAND 156","SCAND","156FL","40",NA,NA,NA,"SCAND","156",NA,NA,NA,NA
"11569","SCAND 166FL","SCAND 5","SCAND","166FL","10",NA,NA,"(","SCAND","5",NA,NA,NA,"OR"
"11570","SCAND 166FL","SCAND 15","SCAND","166FL","20",NA,NA,NA,"SCAND","15",NA,NA,NA,"OR"
"11571","SCAND 166FL","SCAND 25","SCAND","166FL","30",NA,NA,NA,"SCAND","25",")",NA,NA,"AND"
"11572","SCAND 166FL","SCAND 166A","SCAND","166FL","40",NA,NA,NA,"SCAND","166A",NA,NA,NA,NA
"11573","SCAND C180","SCAND 5","SCAND","180  C","10",NA,NA,NA,"SCAND","5",NA,NA,NA,"OR"
"11574","SCAND C180","SCAND 15","SCAND","180  C","20",NA,NA,NA,"SCAND","15",NA,NA,NA,"OR"
"11575","SCAND C180","SCAND 25","SCAND","180  C","30",NA,NA,NA,"SCAND","25",NA,NA,NA,NA
"11576","SCAND C182","SCAND 5","SCAND","182  C","10",NA,NA,NA,"SCAND","5",NA,NA,NA,"OR"
"11577","SCAND C182","SCAND 15","SCAND","182  C","20",NA,NA,NA,"SCAND","15",NA,NA,NA,"OR"
"11578","SCAND C182","SCAND 25","SCAND","182  C","30",NA,NA,NA,"SCAND","25",NA,NA,NA,NA
"11579","SCAND 184","SCAND 5","SCAND","184","10",NA,NA,NA,"SCAND","5",NA,NA,NA,"OR"
"11580","SCAND 184","SCAND 15","SCAND","184","20",NA,NA,NA,"SCAND","15",NA,NA,NA,"OR"
"11581","SCAND 184","SCAND 25","SCAND","184","30",NA,NA,NA,"SCAND","25",NA,NA,NA,NA
"11582","SCAND CM186","SCAND 5","SCAND","186  CM","10",NA,NA,NA,"SCAND","5",NA,NA,NA,"OR"
"11583","SCAND CM186","SCAND 15","SCAND","186  CM","20",NA,NA,NA,"SCAND","15",NA,NA,NA,"OR"
"11584","SCAND CM186","SCAND 25","SCAND","186  CM","30",NA,NA,NA,"SCAND","25",NA,NA,NA,NA
"11585","SCAND 187","SCAND 5","SCAND","187","10",NA,NA,NA,"SCAND","5",NA,NA,NA,"OR"
"11586","SCAND 187","SCAND 15","SCAND","187","20",NA,NA,NA,"SCAND","15",NA,NA,NA,"OR"
"11587","SCAND 187","SCAND 25","SCAND","187","30",NA,NA,NA,"SCAND","25",NA,NA,NA,NA
"11588","SCAND 187FL","SCAND 105B","SCAND","187FL","10",NA,NA,NA,"SCAND","105B",NA,NA,NA,"OR"
"11589","SCAND 187FL","SCAND 106B","SCAND","187FL","20",NA,NA,NA,"SCAND","106B",NA,NA,NA,"OR"
"11590","SCAND 187FL","SCAND 107B","SCAND","187FL","30",NA,NA,NA,"SCAND","107B",NA,NA,NA,NA
"11591","SCAND C188","SCAND 5","SCAND","188  C","10",NA,NA,NA,"SCAND","5",NA,NA,NA,"OR"
"11592","SCAND C188","SCAND 15","SCAND","188  C","20",NA,NA,NA,"SCAND","15",NA,NA,NA,"OR"
"11593","SCAND C188","SCAND 25","SCAND","188  C","30",NA,NA,NA,"SCAND","25",NA,NA,NA,NA
"11594","SCAND 188SA","HNRS 101E","SCAND","188SA","10",NA,NA,NA,"HNRS","101E",NA,NA,NA,NA
"11595","SCAND 188SB","SCAND 188SA","SCAND","188SB","10",NA,NA,NA,"SCAND","188SA",NA,NA,NA,NA
"11596","SCI EDU 10SL","SCI EDU 1SL","SCI EDU","10SL","10",NA,NA,NA,"SCI EDU","1SL",NA,NA,NA,NA
"11597","SCI EDU 100SL","SCI EDU 10SL","SCI EDU","100SL","10",NA,NA,NA,"SCI EDU","10SL",NA,NA,NA,NA
"11598","SE A ST 198B","SE A ST 198A","SE A ST","198B","10",NA,NA,NA,"SE A ST","198A",NA,NA,NA,NA
"11599","SE A ST 198C","SE A ST 198B","SE A ST","198C","10",NA,NA,NA,"SE A ST","198B",NA,NA,NA,NA
"11600","SEASIAN 50B","SEASIAN 50A","SEASIAN","50B","10",NA,NA,NA,"SEASIAN","50A",NA,NA,NA,NA
"11601","SEASIAN 50C","SEASIAN 50B","SEASIAN","50C","10",NA,NA,NA,"SEASIAN","50B",NA,NA,NA,NA
"11602","SEASIAN 50E","SEASIAN 50D","SEASIAN","50E","10",NA,NA,NA,"SEASIAN","50D",NA,NA,NA,NA
"11603","SEASIAN 50F","SEASIAN 50E","SEASIAN","50F","10",NA,NA,NA,"SEASIAN","50E",NA,NA,NA,NA
"11604","SEASIAN 51A","SEASIAN 50C","SEASIAN","51A","10",NA,NA,NA,"SEASIAN","50C",NA,NA,NA,NA
"11605","SEASIAN 51B","SEASIAN 51A","SEASIAN","51B","10",NA,NA,NA,"SEASIAN","51A",NA,NA,NA,NA
"11606","SEASIAN 51C","SEASIAN 51B","SEASIAN","51C","10",NA,NA,NA,"SEASIAN","51B",NA,NA,NA,NA
"11607","SEASIAN 60B","SEASIAN 60A","SEASIAN","60B","10",NA,NA,NA,"SEASIAN","60A",NA,NA,NA,NA
"11608","SEASIAN 60C","SEASIAN 60B","SEASIAN","60C","10",NA,NA,NA,"SEASIAN","60B",NA,NA,NA,NA
"11609","SEASIAN 61A","SEASIAN 60C","SEASIAN","61A","10",NA,NA,NA,"SEASIAN","60C",NA,NA,NA,NA
"11610","SEASIAN 61B","SEASIAN 61A","SEASIAN","61B","10",NA,NA,NA,"SEASIAN","61A",NA,NA,NA,NA
"11611","SEASIAN 61C","SEASIAN 61B","SEASIAN","61C","10",NA,NA,NA,"SEASIAN","61B",NA,NA,NA,NA
"11612","SEASIAN 70B","SEASIAN 70A","SEASIAN","70B","10",NA,NA,NA,"SEASIAN","70A",NA,NA,NA,NA
"11613","SEASIAN 70C","SEASIAN 70B","SEASIAN","70C","10",NA,NA,NA,"SEASIAN","70B",NA,NA,NA,NA
"11614","SEASIAN 71A","SEASIAN 70C","SEASIAN","71A","10",NA,NA,NA,"SEASIAN","70C",NA,NA,NA,NA
"11615","SEASIAN 71B","SEASIAN 71A","SEASIAN","71B","10",NA,NA,NA,"SEASIAN","71A",NA,NA,NA,NA
"11616","SEASIAN 71C","SEASIAN 71B","SEASIAN","71C","10",NA,NA,NA,"SEASIAN","71B",NA,NA,NA,NA
"11617","SEASIAN 80B","SEASIAN 80A","SEASIAN","80B","10",NA,NA,NA,"SEASIAN","80A",NA,NA,NA,NA
"11618","SEASIAN 80C","SEASIAN 80B","SEASIAN","80C","10",NA,NA,NA,"SEASIAN","80B",NA,NA,NA,NA
"11619","SEASIAN 81A","SEASIAN 80C","SEASIAN","81A","10",NA,NA,NA,"SEASIAN","80C",NA,NA,NA,NA
"11620","SEASIAN 81B","SEASIAN 81A","SEASIAN","81B","10",NA,NA,NA,"SEASIAN","81A",NA,NA,NA,NA
"11621","SEASIAN 81C","SEASIAN 81B","SEASIAN","81C","10",NA,NA,NA,"SEASIAN","81B",NA,NA,NA,NA
"11622","SEASIAN 130","ENGCOMP 3","SEASIAN","130","10",NA,NA,NA,"ENGCOMP","3",NA,NA,NA,"OR"
"11623","SEASIAN 130","ESL 36","SEASIAN","130","20",NA,NA,NA,"ESL","36",NA,NA,NA,"OR"
"11624","SEASIAN 130","COM LIT 1A","SEASIAN","130","30",NA,NA,NA,"COM LIT","1A",NA,NA,NA,"OR"
"11625","SEASIAN 130","COM LIT 1B","SEASIAN","130","40",NA,NA,NA,"COM LIT","1B",NA,NA,NA,"OR"
"11626","SEASIAN 130","COM LIT 1C","SEASIAN","130","50",NA,NA,NA,"COM LIT","1C",NA,NA,NA,"OR"
"11627","SEASIAN 130","COM LIT 1D","SEASIAN","130","60",NA,NA,NA,"COM LIT","1D",NA,NA,NA,"OR"
"11628","SEASIAN 130","COM LIT 2AW","SEASIAN","130","70",NA,NA,NA,"COM LIT","2AW",NA,NA,NA,"OR"
"11629","SEASIAN 130","COM LIT 2BW","SEASIAN","130","80",NA,NA,NA,"COM LIT","2BW",NA,NA,NA,"OR"
"11630","SEASIAN 130","COM LIT 2CW","SEASIAN","130","90",NA,NA,NA,"COM LIT","2CW",NA,NA,NA,"OR"
"11631","SEASIAN 152A","SEASIAN 51C","SEASIAN","152A","10",NA,NA,NA,"SEASIAN","51C",NA,NA,NA,NA
"11632","SEASIAN 152B","SEASIAN 152A","SEASIAN","152B","10",NA,NA,NA,"SEASIAN","152A",NA,NA,NA,NA
"11633","SEASIAN 152C","SEASIAN 152B","SEASIAN","152C","10",NA,NA,NA,"SEASIAN","152B",NA,NA,NA,NA
"11634","SEASIAN 155FL","SEASIAN 155","SEASIAN","155FL","10",NA,NA,NA,"SEASIAN","155",NA,NA,NA,NA
"11635","SEASIAN 162A","SSEALC 61C","SEASIAN","162A","10",NA,NA,NA,"SSEALC","61C",NA,NA,NA,NA
"11636","SEASIAN 162B","SEASIAN 162A","SEASIAN","162B","10",NA,NA,NA,"SEASIAN","162A",NA,NA,NA,NA
"11637","SEASIAN 162C","SEASIAN 162B","SEASIAN","162C","10",NA,NA,NA,"SEASIAN","162B",NA,NA,NA,NA
"11638","SEASIAN 172A","SEASIAN 71C","SEASIAN","172A","10",NA,NA,NA,"SEASIAN","71C",NA,NA,NA,NA
"11639","SEASIAN 174","SEASIAN 71C","SEASIAN","174","10",NA,NA,NA,"SEASIAN","71C",NA,NA,NA,NA
"11640","SEASIAN 175","SEASIAN 71C","SEASIAN","175","10",NA,NA,NA,"SEASIAN","71C",NA,NA,NA,NA
"11641","SEASIAN 182A","SEASIAN 81C","SEASIAN","182A","10",NA,NA,NA,"SEASIAN","81C",NA,NA,NA,NA
"11642","SEASIAN 182B","SEASIAN 182A","SEASIAN","182B","10",NA,NA,NA,"SEASIAN","182A",NA,NA,NA,NA
"11643","SEASIAN 182C","SEASIAN 182B","SEASIAN","182C","10",NA,NA,NA,"SEASIAN","182B",NA,NA,NA,NA
"11644","SEMITIC 130","HEBREW 102A","SEMITIC","130","10",NA,NA,NA,"HEBREW","102A",NA,NA,NA,"AND"
"11645","SEMITIC 130","HEBREW 102B","SEMITIC","130","20",NA,NA,NA,"HEBREW","102B",NA,NA,NA,"AND"
"11646","SEMITIC 130","HEBREW 102C","SEMITIC","130","30",NA,NA,NA,"HEBREW","102C",NA,NA,NA,NA
"11647","SER CRO 101B","SER CRO 101A","SER CRO","101B","10",NA,NA,NA,"SER CRO","101A",NA,NA,NA,NA
"11648","SER CRO 101C","SER CRO 101B","SER CRO","101C","10",NA,NA,NA,"SER CRO","101B",NA,NA,NA,NA
"11649","SER CRO 102A","SER CRO 101C","SER CRO","102A","10",NA,NA,NA,"SER CRO","101C",NA,NA,NA,NA
"11650","SER CRO 102B","SER CRO 102A","SER CRO","102B","10",NA,NA,NA,"SER CRO","102A",NA,NA,NA,NA
